locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b4178,nsrR,nsrR;yjeB,DNA-binding transcriptional repressor NsrR,Transcription,,P0AF63,4406190,4406615,+,False,False,False,False,True,True,False,False,False,,,False,True,5.531808418000001,6.51551747,0.7311091250273996,True
b4179,rnr,rnr;vacB;yjeC,RNase R,"Translation, ribosomal structure and biogenesis",Lrp,P21499,4406654,4409095,+,False,False,False,False,True,True,False,False,True,323.0,625.0,True,True,6.828710748000001,7.050805787000001,0.5883597475937992,False
b4180,rlmB,rlmB;yjfH,23S rRNA 2'-O-ribose G2251 methyltransferase,"Translation, ribosomal structure and biogenesis",,P63177,4409275,4410006,+,False,True,False,True,True,True,False,False,True,275.5,310.0,True,True,6.6902860345,6.445646675,0.5289753595392004,False
b4181,yjfI,yjfI,conserved protein YjfI,Function unknown,,P0AF76,4410133,4410534,+,False,False,False,False,False,True,False,True,False,,,False,True,0.4366043679999999,1.734725661,0.9228301157099102,True
b4182,yjfJ,yjfJ,putative transcriptional regulator effector protein,Transcription,YidZ,P0AF78,4410553,4411251,+,False,False,False,False,False,True,False,True,False,,,False,True,1.5218537319999998,1.42710291,0.6444534420139284,True
b4183,yjfK,yjfK,conserved protein YjfK,Function unknown,YidZ,P39293,4411302,4411961,+,False,False,False,False,False,True,False,True,False,,,False,True,1.356966241,1.299499982,0.5508650130185998,True
b4184,yjfL,yjfL,conserved inner membrane protein YjfL,Function unknown,,P0AF80,4411979,4412377,+,False,False,False,False,False,True,False,True,False,,,False,True,0.790104492,1.0758025690000002,0.7562804290986003,True
b4185,yjfM,yjfM,DUF1190 domain-containing protein YjfM,Function unknown,,P39295,4412387,4413025,+,False,False,False,False,False,True,False,True,False,,,False,True,1.020444651,1.20989999,0.5741079200262,False
b4186,yjfC,yjfC,putative acid--amine ligase YjfC,Amino acid transport and metabolism,,P33222,4413028,4414191,+,False,False,False,False,False,True,False,True,False,,,False,True,1.2606495385,1.464760536,0.497216200230766,False
b4187,aidB,aidB,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,"RpoD,YidZ,RpoS,AidB,Ada,ppGpp,Lrp",P33224,4414275,4415900,+,False,False,False,False,False,True,False,False,False,11.0,,True,True,5.22646821,4.077611125,1.6847978894208009,True
b4188,yjfN,yjfN,protease activator,Function unknown,CpxR,P0AF82,4416017,4416292,-,False,False,False,False,False,True,False,True,False,,,False,True,4.281549371500001,4.5419892632215735,1.210791902998505,True
b4189,bsmA,bsmA;yjfO,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,"YciT,RpoS",P39297,4416441,4416770,-,False,False,False,False,False,True,False,True,False,,,False,True,5.224845318,5.566848877000001,1.4042669327819994,True
b4190,yjfP,yjfP,carboxylesterase,Function unknown,Lrp,P39298,4416952,4417701,+,False,False,False,False,False,True,False,False,False,113.0,,True,True,4.9597381445,4.652987726,0.5138963049234001,False
b4191,ulaR,ulaR;yjfQ,DNA-binding transcriptional repressor UlaR,Transcription,,P0A9W0,4417698,4418453,-,False,False,False,False,False,True,False,False,False,20.0,,True,True,5.351829776500001,4.907901983,0.4927715233879225,False
b4192,ulaG,ulaG;yjfR,L-ascorbate-6-phosphate lactonase,Function unknown,"IHF,UlaR",P39300,4418561,4419625,-,False,False,True,True,False,True,False,False,False,,,False,True,2.584835495,2.753469524,0.6655338515658004,False
b4193,ulaA,ulaA;sgaT;yjfS,L-ascorbate specific PTS enzyme IIC component,Function unknown,"RpoD,YciT,IHF,Crp,UlaR",P39301,4419980,4421377,+,False,False,True,True,False,True,False,False,False,,,False,True,1.2977112490000002,1.4381045569674489,0.4944448034043395,False
b4194,ulaB,ulaB;sgaB;yjfT,L-ascorbate specific PTS enzyme IIB component,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P69822,4421393,4421698,+,False,False,True,True,False,True,False,False,False,,,False,True,1.9113795015,2.391007694,0.7002498186432007,False
b4195,ulaC,ulaC;ptxA;sgaA;yjfU,L-ascorbate specific PTS enzyme IIA component,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P69820,4421708,4422172,+,False,False,True,True,False,True,False,False,False,,,False,True,2.3784195190000004,2.44035962,0.5765770613399994,False
b4196,ulaD,ulaD;sgaH;yjfV,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Nucleotide transport and metabolism,"RpoD,IHF,Crp,UlaR",P39304,4422186,4422836,+,False,False,True,True,False,True,False,False,False,,,False,True,3.525101755,3.230528394,0.5807829810803999,False
b4197,ulaE,ulaE;sgaU;yjfW,L-ribulose-5-phosphate 3-epimerase UlaE,Carbohydrate transport and metabolism,"RpoD,YidZ,IHF,Crp,UlaR",P39305,4422846,4423700,+,False,False,True,True,False,True,False,False,False,,,False,True,2.5327531485000003,2.7262169810000003,0.5795367119681996,False
b4198,ulaF,ulaF;sgaE;yjfX,L-ribulose-5-phosphate 4-epimerase UlaF,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P39306,4423700,4424386,+,False,False,True,True,True,True,False,False,False,,,False,True,3.17058984,2.891599252,0.6146240703455997,False
b4199,yjfY,yjfY,DUF1471 domain-containing protein YjfY,Function unknown,"GlaR,ppGpp",P0AF86,4424516,4424791,-,False,False,False,False,True,True,False,True,False,,,False,True,3.0459923565,3.975949136,1.3706218370206675,False
b4200,rpsF,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",P02358,4425118,4425513,+,False,True,False,True,True,True,False,False,True,11240.5,3699.0,True,True,12.593721105,11.52448408,0.7286242296060017,True
b4201,priB,priB,primosomal replication protein N,"Replication, recombination and repair","RpoD,Crp,ppGpp,RpsR-RpsF",P07013,4425520,4425834,+,False,False,False,False,True,True,False,False,False,7.5,,True,True,11.435748415,11.28267954,0.6320510460199698,True
b4202,rpsR,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,RpsR-RpsF",P0A7T7,4425839,4426066,+,True,True,False,True,True,True,False,False,True,19189.0,2907.0,True,True,11.460605865,11.39108241,0.8032483951925672,True
b4203,rplI,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,Crp,RpsR-RpsF",P0A7R1,4426108,4426557,+,False,True,False,True,True,True,False,False,True,21850.0,14008.0,True,True,11.525151995,11.09873121,0.7070584041359984,True
b4204,yjfZ,yjfZ,protein YjfZ,Function unknown,"ppGpp,Nac",P39308,4426628,4427422,-,False,False,False,False,True,True,False,True,False,,,False,True,2.1663914695,1.990012017,0.605200485351,False
b4205,ytfA,ytfA,putative transcriptional regulator YtfA,Transcription,,,4427694,4428095,+,False,False,False,False,True,True,True,False,False,,,False,True,1.1962552065,0.777345753,0.5953531421418,True
b4206,ytfB,ytfB,cell division protein YtfB,Cell wall/membrane/envelope biogenesis,"ppGpp,Lrp,Nac",P39310,4428079,4428717,-,False,False,False,False,True,True,False,True,False,172.0,,True,True,7.153641427,7.151812586,0.6131093216471999,False
b4207,fklB,fklB;ytfC,FKBP-type peptidyl-prolyl cis-trans isomerase FklB,"Post-translational modification, protein turnover,and chaperones",Nac,P0A9L3,4428935,4429555,+,False,False,False,False,True,True,False,False,True,3191.0,2470.0,True,True,8.492076371500001,8.058973401,0.4804159212820635,False
b4208,cycA,cycA;dagA;ytfD,serine/alanine/glycine/cycloserine:H(+)symporter,Amino acid transport and metabolism,"gcvB,Lrp,Nac,ArcA",P0AAE0,4429864,4431276,+,False,True,True,True,True,True,False,False,True,354.0,560.0,True,True,7.282069638,7.271035322999999,0.6736352019894031,True
b4209,ytfE,ytfE,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning","Fnr,NarP,NarL,NsrR",P69506,4431321,4431983,-,False,False,True,True,True,True,False,False,False,6.0,,True,True,1.8543737385,2.195101312,0.7090877281479733,True
b4210,ytfF,ytfF,inner membrane protein YtfF,Amino acid transport and metabolism,,P39314,4432091,4433056,-,False,False,False,False,True,True,False,True,False,,,False,True,4.3309136175,3.814022054722375,0.6217588969152426,True
b4211,qorB,qorB;qor2;ytfG,NAD(P)H:quinone oxidoreductase,Carbohydrate transport and metabolism,,P39315,4433164,4434024,-,False,False,False,False,True,True,False,False,False,208.5,,True,True,4.404306576,4.170268171,0.5135489613954003,False
b4212,ytfH,ytfH,putative transcriptional regulator YtfH,Transcription,,P0ACN2,4434113,4434493,+,False,False,False,False,True,True,False,True,False,,,False,True,4.413559914,4.226535497,0.5577638903340003,False
b4213,cpdB,cpdB,2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,Nucleotide transport and metabolism,"RpoD,Crp,Nac",P08331,4434622,4436565,-,False,False,True,True,True,True,False,False,True,213.5,203.0,True,True,5.38618149,5.4801654860000015,0.7816144562258555,False
b4214,cysQ,cysQ;amtA,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,"Nac,ppGpp",P22255,4436755,4437495,+,False,False,True,True,True,True,False,False,True,920.5,329.0,True,True,6.0347410695,6.64654432,0.7419151351878003,False
b4215,ytfI,ytfI,protein YtfI,No COG annotation,ppGpp,P39317,4437707,4438645,+,False,False,False,False,True,True,False,True,False,,,False,True,0.9478310155,1.779052019,0.7265112814596,True
b4216,ytfJ,ytfJ,protein YtfJ,Function unknown,"RpoE,Lrp,Nac,spf",P39187,4438708,4439262,-,False,False,False,False,True,True,False,True,False,60.5,,True,True,3.8471169245,3.933008218,1.1923657925634,True
b4217,ytfK,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,"PhoB,RpoS,Lrp,Nac",P0ADE2,4439587,4439793,+,False,False,False,False,True,True,False,True,False,,,False,True,6.899577481,8.052345712000001,1.4354241142625976,True
b4218,ytfL,ytfL,putative inner membrane protein,Inorganic ion transport and metabolism,"YddM,ppGpp",P0AE45,4439872,4441215,-,False,False,False,False,True,True,False,True,False,8.0,,True,True,5.286272406,5.441430297,0.5862561709619996,True
b4219,msrA,msrA;pms,methionine sulfoxide reductase A,"Post-translational modification, protein turnover,and chaperones","Fis,ppGpp,Nac",P0A744,4441538,4442176,-,False,False,True,True,True,True,False,False,True,681.0,561.0,True,True,7.291853214,7.173292007000001,0.7656537672966006,False
b4220,tamA,tamA;yftM;ytfM,translocation and assembly module subunit TamA,Cell wall/membrane/envelope biogenesis,YidZ,P0ADE4,4442382,4444115,+,False,False,False,False,False,True,False,False,False,,,False,True,6.309764791499999,6.016119637456579,0.4177708568788763,False
b4221,tamB,tamB;ytfN;ytfO,translocation and assembly module subunit TamB,Function unknown,,P39321,4444112,4447891,+,False,False,False,False,False,True,False,False,False,,,False,True,5.7018229615000005,5.654960518999999,0.3723505955735985,False
b4222,ytfP,ytfP,gamma-glutamylamine cyclotransferase family protein YtfP,Function unknown,"YddM,Nac",P0AE48,4447894,4448235,+,False,False,False,False,False,True,False,True,True,721.5,259.0,True,True,8.243746623,8.486855538,0.6751035245514008,True
b4223,yzfA,,putative YjfA,No COG annotation,,UPI000011DD54,4447976,4448245,-,False,False,False,False,False,False,False,True,False,,,False,True,2.23579742,2.29048792,0.9211595374295996,True
b4224,chpS,chpS;chpBI;yjfB,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,Transcription,"RpoD,Nac",P08365,4448447,4448698,+,True,False,False,False,False,True,False,False,False,,,False,True,4.8322640405,4.951314692,0.8452170722730005,True
b4225,chpB,chpB;chpBK;yjfE,endoribonuclease toxin ChpB,Signal transduction mechanisms,RpoD,P33647,4448692,4449042,+,False,False,False,False,False,True,False,False,False,80.0,,True,True,4.841593508500001,4.620726662,0.6290317740293999,True
b4226,ppa,ppa,inorganic pyrophosphatase,Energy production and conversion,"YcjW,YfeC",P0A7A9,4449122,4449652,-,True,False,True,True,True,True,False,False,True,7828.5,6184.0,True,True,11.151464765,10.80815348,0.4360061451082854,True
b4227,ytfQ,ytfQ,galactofuranose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,AraC,P39325,4449962,4450918,+,False,False,True,True,True,True,False,False,False,485.0,,True,True,4.1004016515,4.213890027,0.8023030699782,True
b4485,ytfR,ytfR;ytfS,galactofuranose ABC transporter putative ATP binding subunit,Inorganic ion transport and metabolism,AraC,Q6BEX0,4451058,4452560,+,False,False,True,True,True,True,False,True,False,1.0,,True,True,3.15054599,2.797285252,0.7178092319244,False
b4230,ytfT,ytfT,galactofuranose ABC transporter putative membrane subunit YtfT,Carbohydrate transport and metabolism,AraC,P39328,4452571,4453596,+,False,False,True,True,True,True,False,True,False,,,False,True,1.680895813,2.092313594248989,0.6241137248131509,False
b4231,yjfF,yjfF,galactofuranose ABC transporter putative membrane subunit YjtF,Carbohydrate transport and metabolism,AraC,P37772,4453583,4454578,+,False,False,True,True,True,True,False,True,False,,,False,True,2.64968076,2.863420237835243,0.6028663285925316,False
b4232,fbp,fbp;fdp,fructose-1%2C6-bisphosphatase 1,Carbohydrate transport and metabolism,,P0A993,4454611,4455609,-,False,False,True,True,True,True,False,False,True,1145.0,1094.0,True,True,8.3585663655,7.817454304882423,0.6286928428879013,True
b4233,mpl,mpl;yjfG,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,YcjW,RpoS,Crp,Cra",P37773,4455785,4457158,+,False,False,True,True,True,True,False,False,True,248.5,475.0,True,True,7.255190335,7.177252236,0.3466195996242011,False
b4234,yjgA,yjgA,DUF615 domain-containing protein YjgA,Function unknown,,P0A8X0,4457314,4457865,-,False,False,False,False,True,True,False,True,True,158.0,122.0,True,True,7.500053143000001,7.569894548110822,0.4246881993359038,False
b4235,pmbA,pmbA;tldE,metalloprotease PmbA,Function unknown,,P0AFK0,4457959,4459311,+,False,False,False,False,True,True,False,True,True,892.0,819.0,True,True,6.856431885999999,6.771995977,0.506245558152601,False
b4237,nrdG,nrdG;yjgE,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover,and chaperones","RpoD,NrdR,H-NS,Fnr,Nac",P0A9N8,4459900,4460364,-,False,False,True,True,True,True,False,False,False,,,False,True,3.4426166965,3.775516350527452,1.136946481214024,True
b4238,nrdD,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"RpoD,NrdR,H-NS,Fnr",P28903,4460522,4462660,-,False,True,True,True,True,True,False,False,False,31.0,,True,True,4.4196158755,5.147616340422616,1.6480844124502636,True
b4239,treC,treC;olgH,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,"RpoD,YddM,Crp,ArcA,TreR",P28904,4463054,4464709,-,False,False,True,True,True,True,False,False,False,10.5,,True,True,2.6581402285,2.4056080398542417,0.7968292049047185,True
b4240,treB,treB,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YbiH,Crp,ArcA,TreR",P36672,4464759,4466180,-,False,False,True,True,True,True,False,False,False,22.5,,True,True,2.6663365345,2.91037434,0.7854212895662775,True
b4241,treR,treR,DNA-binding transcriptional repressor TreR,Transcription,"RpoD,YdhB,YqhC,YhjC,YedW,PhoP",P36673,4466299,4467246,-,False,False,False,False,True,True,False,False,False,6.0,,True,True,5.2573175095,4.856728569,0.6199316811043108,True
b4702,mgtL,mgtL,leader peptide MgtL,No COG annotation,,E2JKY7,4467431,4467484,+,False,False,False,False,False,True,False,True,False,,,False,False,6.756431057485321,5.975036583835525,1.789162537350394,False
b4242,mgtA,mgtA;corB;mgt,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,"RpoD,YiaU,ppGpp,PhoP",P0ABB8,4467625,4470321,+,False,False,True,True,True,True,False,False,True,67.0,434.0,True,True,4.8228859285,5.261061923,0.974395257112199,True
b4243,ridA,ridA;yjgF,enamine/imine deaminase%2C redox regulated chaperone,"Translation, ribosomal structure and biogenesis",Lrp,P0AF93,4470527,4470913,-,False,False,False,False,True,True,False,False,False,,,False,True,11.69341016,9.280734882,1.0933649596212018,True
b4244,pyrI,pyrI,aspartate carbamoyltransferase%2C PyrI subunit,Nucleotide transport and metabolism,"Lrp,ppGpp,UTP",P0A7F3,4470986,4471447,-,False,False,True,True,True,True,False,False,True,15966.0,1130.0,True,True,11.60986296,7.799123244,2.699142750914397,True
b4245,pyrB,pyrB,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,"Nac,ppGpp,UTP",P0A786,4471460,4472395,-,False,False,True,True,True,True,False,False,True,8859.0,1707.0,True,True,11.835096245,7.807962403999999,2.865496712271256,True
b4246,pyrL,pyrL,pyrBI operon leader peptide,Nucleotide transport and metabolism,"ArgR,Nac,ppGpp,UTP",P0AD83,4472399,4472533,-,False,False,False,False,True,True,False,False,False,,,False,True,8.4451083545,5.294658187751575,1.4405518846626857,True
b4248,yjgH,yjgH,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis","ppGpp,Nac",P39332,4472814,4473209,-,False,False,False,False,True,True,False,True,False,,,False,True,5.7502779835,4.456251055,1.2910079045052,True
b4249,bdcA,bdcA;yjgI,c-di-GMP-binding biofilm dispersal mediator protein,Lipid transport and metabolism,"RpoD,NsrR,GlaR",P39333,4473340,4474053,-,False,False,False,False,True,True,False,False,False,,,False,True,2.847142218,2.71487086671824,0.4034032732542183,False
b4251,bdcR,bdcR;yjgJ,putative transcriptional regulator BdcR,Transcription,GlaR,P39334,4474124,4474717,+,False,False,False,False,True,True,False,True,False,,,False,True,4.517512484,4.919677173999999,0.4237624637315991,False
b4252,tabA,tabA;yjgK,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,ppGpp,P0AF96,4474862,4475314,+,False,False,False,False,True,True,False,True,True,15627.0,595.0,True,True,6.9180262535,6.987258916,0.8937468757433998,True
b4253,yjgL,yjgL,protein YjgL,No COG annotation,ppGpp,P39336,4475437,4477251,+,False,False,False,False,True,True,False,True,False,,,False,True,2.9647018350000005,3.272418975,1.1886790207117264,True
b4254,argI,argI,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,"RpoD,ArgR,ppGpp,DksA",P04391,4477307,4478311,-,False,False,True,True,True,True,False,False,True,370.0,882.0,True,True,8.4255997025,6.93338167,1.3909870310574,True
b4255,rraB,rraB;yjgD,ribonuclease E inhibitor protein B,Function unknown,RpoD,P0AF90,4478473,4478889,+,False,False,False,False,True,True,False,False,False,1922.5,,True,True,9.834881708,9.30520430221624,0.5257016523976045,False
b4256,yjgM,yjgM,putative acetyltransferase YjgM,Transcription,Nac,P39337,4479034,4479537,-,False,False,False,False,True,True,False,True,True,92.0,123.0,True,True,5.9806328735,6.054920052000001,0.7494962517094327,False
b4257,yjgN,yjgN,conserved inner membrane protein YjgN,Function unknown,Nac,P39338,4479730,4480926,+,False,False,False,False,True,True,False,True,False,,,False,True,1.057081384,1.39013245,0.72190897512212,True
b4258,valS,valS,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis","RpoD,YidZ,RpoH",P07118,4480982,4483837,-,True,True,False,True,True,True,False,False,True,1048.0,2108.0,True,True,8.629860794999999,8.386294351,0.4325533462109997,False
b4259,holC,holC,DNA polymerase III subunit chi,"Replication, recombination and repair",RpoH,P28905,4483837,4484280,-,False,False,False,False,True,True,False,False,False,1.5,,True,True,7.788357553,7.008292237,0.6286409013653999,False
b4260,pepA,pepA;carP;xerB,aminopeptidase A/I,Amino acid transport and metabolism,"RpoD,YeiE,PepA",P68767,4484440,4485951,-,False,False,True,True,True,True,False,False,True,1110.0,1001.0,True,True,8.4885767195,8.117195947,0.415095584433598,False
b4261,lptF,lptF;yjgP,lipopolysaccharide transport system protein LptF,Function unknown,,P0AF98,4486218,4487318,+,True,True,True,True,True,True,False,False,True,83.5,206.0,True,True,5.8286648375,6.379177216,0.7582698929736008,True
b4262,lptG,lptG;yjgQ,lipopolysaccharide transport system protein LptG,Function unknown,,P0ADC6,4487318,4488400,+,True,True,True,True,True,True,False,False,True,90.5,259.0,True,True,6.231759520500001,6.4577022070000005,0.3746659191991811,False
b4263,yjgR,yjgR,DUF853 domain-containing protein YjgR,Function unknown,ppGpp,P39342,4488561,4490063,-,False,False,False,False,True,True,False,True,False,190.5,,True,True,5.2365155135000006,5.082323143,0.9004624636685996,False
b4264,idnR,idnR;yjgS,DNA-binding transcriptional dual regulator IdnR,Transcription,"RpoD,GntR,IdnR,Crp",P39343,4490141,4491139,-,False,False,False,False,True,True,False,False,False,,,False,True,5.3422307895,4.863412746,0.6392602359638107,True
b4265,idnT,idnT;gntW;yjgT,L-idonate/5-ketogluconate/gluconate transporter,Inorganic ion transport and metabolism,"GntR,IdnR,Crp",P39344,4491206,4492525,-,False,False,True,True,True,True,False,False,False,,,False,True,3.3946232195,3.389070474,0.5754233390849998,True
b4266,idnO,idnO;yjgU,5-keto-D-gluconate 5-reductase,Lipid transport and metabolism,"GntR,IdnR,Crp",P0A9P9,4492587,4493351,-,False,False,True,True,True,True,False,False,False,,,False,True,2.3692422455,2.5540097852177097,1.1205597232626234,True
b4267,idnD,idnD;yjgV,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,"GntR,IdnR,Crp,GlaR",P39346,4493375,4494406,-,False,False,True,True,True,True,False,False,False,,,False,True,2.175403818,2.1853463672281808,1.297377093656901,True
b4268,idnK,idnK;gntV,D-gluconate kinase%2C thermosensitive,Nucleotide transport and metabolism,"RpoD,GntR,IdnR,Crp,GlaR",P39208,4494623,4495186,+,False,False,True,True,True,True,False,False,False,,,False,True,2.574838192,2.44918911498761,0.9284285191298308,True
b4269,ahr,ahr;yjgB,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,,P27250,4495190,4496209,-,False,False,True,False,True,True,False,False,False,,,False,True,5.631333478499999,4.999253777,1.3482961570973997,True
b4271,intB,intB,KpLE2 phage-like element%3B putative integrase,"Replication, recombination and repair",,,4496750,4497940,+,False,False,False,False,False,False,True,False,False,,,False,True,5.089430851,5.267291038,0.5910131212314012,False
b4272,insC-6,insC6,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",,P0CF40,4498272,4498637,+,False,False,False,False,False,False,False,False,False,,,False,True,1.8211677265,1.951698681,1.265409855453272,True
b4273,insD-6,insD6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,P0CF53,4498595,4499500,+,False,False,False,False,False,False,False,False,False,,,False,True,1.700092826,1.192617858,0.6263664491532,True
b4575,yjgX,yjgX,KpLE2 phage-like element%3B putative phosphoethanolamine transferase YjgX%2C N-terminal fragment,Function unknown,,,4499593,4500791,-,False,False,False,False,False,False,True,True,False,,,False,True,3.9355228765,4.405093753,0.9269398508664004,False
b4277,yjgZ,yjgZ,KpLE2 phage-like element%3B uncharacterized protein YjgZ,Function unknown,,P39351,4501260,4501589,+,False,False,False,False,False,False,False,True,False,,,False,True,1.0071068975,0.650990046,0.888851873175,False
b4278,insG,insG,KpLE2 phage-like element%3B IS4 putative transposase,"Replication, recombination and repair",,P03835,4502103,4503431,-,False,False,False,False,False,False,False,False,False,,,False,True,4.626739747,4.348685628999998,0.5287528598268023,False
b4279,yjhB,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,"RpoH,NanR,NanR,RpoH",P39352,4504058,4505275,+,False,False,False,False,False,False,False,True,False,,,False,True,3.004206825,3.3614464212066766,0.9678305515999814,True
b4280,yjhC,yjhC,KpLE2 phage-like element%3B putative oxidoreductase YjhC,Function unknown,"RpoD,RpoH,NanR,NanR,RpoH,RpoD",P39353,4505287,4506405,+,False,False,False,False,False,False,False,True,False,,,False,True,4.1062469515,4.331837554,0.9041082054641592,True
b4655,ythA,ythA,KpLE2 phage-like element%3B uncharacterized protein YthA,No COG annotation,,A8DYQ1,4506448,4506573,+,False,False,False,False,False,False,False,True,False,,,False,True,1.398050273,1.046032291,1.5508474746366,True
b4281,yjhD,yjhD,KpLE2 phage-like element%3B surface adhesin E-like protein,Function unknown,,,4506626,4506856,-,False,False,False,False,False,False,True,False,False,,,False,True,3.5796252645,3.703508452,0.9313441587954,True
b4282,yjhE,yjhE,KpLE2 phage-like element%3B putative membrane protein (pseudogene),Carbohydrate transport and metabolism,,,4506861,4507109,+,False,False,False,False,False,False,True,False,False,,,False,True,2.4761545490000003,1.981468799,1.0093421257962,False
b4623,insO,,KpLE2 phage-like element%3B IS911B regulator fragment,"Replication, recombination and repair",,,4507197,4507451,+,False,False,False,False,False,False,True,False,False,,,False,True,3.4581072285,3.493684338,0.5572215602634736,False
b4284,insI-3,insI4,KpLE2 phage-like element%3B IS30 transposase,"Replication, recombination and repair",,P0CF89,4507466,4508617,-,False,False,False,False,False,False,False,False,False,,,False,True,6.128223322,5.97135952930266,0.4988418337469234,True
b4286,yjhV,yjhV,KpLE2 phage-like element%3B putative uncharacterized protein YjhV,Function unknown,YdhB,,4509804,4510133,+,False,False,False,False,True,False,True,False,False,,,False,True,1.205737191,1.801372515,0.6795901078848001,True
b4287,fecE,fecE,ferric citrate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15031,4510690,4511457,-,False,False,True,True,True,False,False,False,False,,,False,True,4.1705071855,3.830312716,0.6987451293858002,True
b4288,fecD,fecD,ferric citrate ABC transporter membrane subunit FecD,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15029,4511458,4512414,-,False,False,True,True,True,False,False,False,False,,,False,True,3.435146919,2.577278124,0.7250190845897998,True
b4289,fecC,fecC,ferric citrate ABC transporter membrane subunit FecC,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15030,4512411,4513409,-,False,False,True,True,True,False,False,False,False,,,False,True,2.7289466995,2.397482844,0.8081878222067997,True
b4290,fecB,fecB,ferric citrate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15028,4513406,4514308,-,False,False,True,True,True,False,False,False,False,,,False,True,4.488454869,3.800164367,0.8571275097209997,True
b4291,fecA,fecA,ferric citrate outer membrane transporter,Inorganic ion transport and metabolism,"PdhR,omrA,omrB,YfeD,HypT,Nac,Crp,Fur,FecI",P13036,4514353,4516677,-,False,False,True,True,True,False,False,False,False,3.5,,True,True,4.1294251965,3.606226361,1.0355630201005748,True
b4292,fecR,fecR,regulator for fec operon%2C periplasmic,Inorganic ion transport and metabolism,"RpoD,SlyA,Fur",P23485,4516764,4517717,-,False,False,False,False,True,False,False,False,False,,,False,True,5.7177316715,4.883469118,1.4239203436163996,True
b4293,fecI,fecI,RNA polymerase sigma factor FecI,Transcription,"RpoD,SlyA,Fur",P23484,4517714,4518235,-,False,False,False,True,True,False,False,False,False,,,False,True,6.967691671000001,5.993212772000001,1.421830874059189,True
b4294,insA-7,insA7,KpLE2 phage-like element%3B IS1 repressor protein InsA,"Replication, recombination and repair",ppGpp,P19767,4518527,4518802,+,False,False,False,False,False,False,False,False,False,,,False,True,4.944500489999999,5.547498602488427,0.6547033676613213,True
b4295,yjhU,yjhU,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhU,Transcription,"YciT,YdcN",P39356,4519338,4520324,-,False,False,False,False,False,False,False,True,True,12.0,186.0,True,True,6.911611285999999,6.819906382999999,0.3447332980224018,True
